filename,audio_id,speaker_id,codec,attack_type,label
DF_E_2000714.flac,DF_E_2000714,TEM2,low_m4a,vcc2020,fake
DF_E_2004591.flac,DF_E_2004591,LA_0041,mp3m4a,asvspoof,fake
DF_E_2000643.flac,DF_E_2000643,TMF1,high_ogg,vcc2020,fake
DF_E_2003270.flac,DF_E_2003270,VCC2TF1,high_m4a,vcc2018,fake
DF_E_2004147.flac,DF_E_2004147,TMM1,nocodec,vcc2020,fake
DF_E_2000526.flac,DF_E_2000526,LA_0044,oggm4a,asvspoof,fake
DF_E_2004249.flac,DF_E_2004249,LA_0033,low_m4a,asvspoof,fake
DF_E_2001143.flac,DF_E_2001143,LA_0021,nocodec,asvspoof,fake
DF_E_2003652.flac,DF_E_2003652,LA_0046,high_m4a,asvspoof,fake
DF_E_2002879.flac,DF_E_2002879,TMF1,low_m4a,vcc2020,fake
DF_E_2002510.flac,DF_E_2002510,TEF1,low_mp3,vcc2020,fake
DF_E_2002892.flac,DF_E_2002892,VCC2TM1,high_ogg,vcc2018,fake
DF_E_2000126.flac,DF_E_2000126,TGM1,high_mp3,vcc2020,fake
DF_E_2004617.flac,DF_E_2004617,VCC2TM1,low_m4a,vcc2018,fake
DF_E_2001340.flac,DF_E_2001340,VCC2TF1,oggm4a,vcc2018,fake
DF_E_2000896.flac,DF_E_2000896,TEM2,high_mp3,vcc2020,fake
DF_E_2000075.flac,DF_E_2000075,LA_0046,high_m4a,asvspoof,fake
DF_E_2003797.flac,DF_E_2003797,LA_0045,low_ogg,asvspoof,fake
DF_E_2004120.flac,DF_E_2004120,TFM1,mp3m4a,vcc2020,fake
DF_E_2004408.flac,DF_E_2004408,TMM1,low_mp3,vcc2020,fake
DF_E_2002728.flac,DF_E_2002728,LA_0003,low_m4a,asvspoof,fake
DF_E_2001490.flac,DF_E_2001490,LA_0013,low_m4a,asvspoof,fake
DF_E_2000538.flac,DF_E_2000538,TEF1,nocodec,vcc2020,fake
DF_E_2003434.flac,DF_E_2003434,TFM1,low_m4a,vcc2020,fake
DF_E_2000898.flac,DF_E_2000898,LA_0039,high_ogg,asvspoof,fake
DF_E_2004503.flac,DF_E_2004503,TEF1,nocodec,vcc2020,fake
DF_E_2001987.flac,DF_E_2001987,TEM2,low_ogg,vcc2020,fake
DF_E_2004534.flac,DF_E_2004534,LA_0035,mp3m4a,asvspoof,fake
DF_E_2000841.flac,DF_E_2000841,TEF2,high_m4a,vcc2020,fake
DF_E_2000574.flac,DF_E_2000574,VCC2TM2,low_m4a,vcc2018,fake
DF_E_2000302.flac,DF_E_2000302,TEM1,mp3m4a,vcc2020,fake
DF_E_2002665.flac,DF_E_2002665,VCC2TM2,mp3m4a,vcc2018,fake
DF_E_2002934.flac,DF_E_2002934,LA_0001,low_mp3,asvspoof,fake
DF_E_2003920.flac,DF_E_2003920,TFM1,mp3m4a,vcc2020,fake
DF_E_2004202.flac,DF_E_2004202,VCC2TM2,high_ogg,vcc2018,fake
DF_E_2004404.flac,DF_E_2004404,TEF2,oggm4a,vcc2020,fake
DF_E_2000366.flac,DF_E_2000366,TEF2,high_m4a,vcc2020,fake
DF_E_2002374.flac,DF_E_2002374,TGF1,nocodec,vcc2020,fake
DF_E_2004472.flac,DF_E_2004472,TFF1,oggm4a,vcc2020,fake
DF_E_2001672.flac,DF_E_2001672,VCC2TM2,high_mp3,vcc2018,fake
DF_E_2000877.flac,DF_E_2000877,VCC2TF2,low_mp3,vcc2018,fake
DF_E_2004006.flac,DF_E_2004006,VCC2TM2,low_ogg,vcc2018,fake
DF_E_2002660.flac,DF_E_2002660,VCC2TM1,low_ogg,vcc2018,fake
DF_E_2004146.flac,DF_E_2004146,TMM1,low_ogg,vcc2020,fake
DF_E_2001412.flac,DF_E_2001412,VCC2TM2,high_mp3,vcc2018,fake
DF_E_2000583.flac,DF_E_2000583,VCC2TF1,low_m4a,vcc2018,fake
DF_E_2002921.flac,DF_E_2002921,LA_0046,high_ogg,asvspoof,fake
DF_E_2001231.flac,DF_E_2001231,VCC2TF1,low_m4a,vcc2018,fake
DF_E_2000433.flac,DF_E_2000433,LA_0014,high_ogg,asvspoof,fake
DF_E_2002308.flac,DF_E_2002308,VCC2TF1,low_ogg,vcc2018,fake
DF_E_2003394.flac,DF_E_2003394,TMM1,mp3m4a,vcc2020,fake
DF_E_2002863.flac,DF_E_2002863,TEF2,mp3m4a,vcc2020,fake
DF_E_2002958.flac,DF_E_2002958,LA_0042,high_m4a,asvspoof,fake
DF_E_2003230.flac,DF_E_2003230,LA_0026,low_m4a,asvspoof,fake
DF_E_2000434.flac,DF_E_2000434,TEM1,oggm4a,vcc2020,fake
DF_E_2003002.flac,DF_E_2003002,LA_0047,oggm4a,asvspoof,fake
DF_E_2000475.flac,DF_E_2000475,TEM1,high_mp3,vcc2020,fake
DF_E_2004100.flac,DF_E_2004100,TMM1,mp3m4a,vcc2020,fake
DF_E_2004197.flac,DF_E_2004197,TMF1,high_mp3,vcc2020,fake
DF_E_2002504.flac,DF_E_2002504,VCC2TF2,high_mp3,vcc2018,fake
DF_E_2003527.flac,DF_E_2003527,TFF1,high_m4a,vcc2020,fake
DF_E_2001369.flac,DF_E_2001369,LA_0044,nocodec,asvspoof,fake
DF_E_2004433.flac,DF_E_2004433,TMM1,high_ogg,vcc2020,fake
DF_E_2000200.flac,DF_E_2000200,VCC2TM1,low_m4a,vcc2018,fake
DF_E_2003999.flac,DF_E_2003999,TMM1,high_mp3,vcc2020,fake
DF_E_2004857.flac,DF_E_2004857,TMF1,low_mp3,vcc2020,fake
DF_E_2001816.flac,DF_E_2001816,VCC2TF2,low_m4a,vcc2018,fake
DF_E_2004338.flac,DF_E_2004338,TEF2,low_ogg,vcc2020,fake
DF_E_2001628.flac,DF_E_2001628,TEM1,low_m4a,vcc2020,fake
DF_E_2002407.flac,DF_E_2002407,TEM2,high_ogg,vcc2020,fake
DF_E_2002268.flac,DF_E_2002268,VCC2TM2,high_ogg,vcc2018,fake
DF_E_2000563.flac,DF_E_2000563,LA_0032,high_ogg,asvspoof,fake
DF_E_2000100.flac,DF_E_2000100,TEM2,high_m4a,vcc2020,fake
DF_E_2002169.flac,DF_E_2002169,TEF1,high_ogg,vcc2020,fake
DF_E_2004295.flac,DF_E_2004295,VCC2TF1,mp3m4a,vcc2018,fake
DF_E_2003457.flac,DF_E_2003457,VCC2TM1,nocodec,vcc2018,fake
DF_E_2001875.flac,DF_E_2001875,VCC2TF2,high_mp3,vcc2018,fake
DF_E_2002484.flac,DF_E_2002484,VCC2TM2,mp3m4a,vcc2018,fake
DF_E_2000382.flac,DF_E_2000382,TMF1,high_ogg,vcc2020,fake
DF_E_2003820.flac,DF_E_2003820,VCC2TF1,high_m4a,vcc2018,fake
DF_E_2003025.flac,DF_E_2003025,LA_0005,high_mp3,asvspoof,fake
DF_E_2003847.flac,DF_E_2003847,TFM1,low_mp3,vcc2020,fake
DF_E_2002239.flac,DF_E_2002239,TEF1,low_ogg,vcc2020,fake
DF_E_2000586.flac,DF_E_2000586,LA_0017,mp3m4a,asvspoof,fake
DF_E_2002686.flac,DF_E_2002686,VCC2TM2,low_ogg,vcc2018,fake
DF_E_2003363.flac,DF_E_2003363,VCC2TM2,high_mp3,vcc2018,fake
DF_E_2001758.flac,DF_E_2001758,LA_0039,low_m4a,asvspoof,fake
DF_E_2003449.flac,DF_E_2003449,TMF1,high_mp3,vcc2020,fake
DF_E_2001824.flac,DF_E_2001824,TEF2,nocodec,vcc2020,fake
DF_E_2004040.flac,DF_E_2004040,TFM1,low_mp3,vcc2020,fake
DF_E_2001576.flac,DF_E_2001576,TFF1,oggm4a,vcc2020,fake
DF_E_2000254.flac,DF_E_2000254,VCC2TF1,mp3m4a,vcc2018,fake
DF_E_2001405.flac,DF_E_2001405,TEM1,nocodec,vcc2020,fake
DF_E_2004412.flac,DF_E_2004412,LA_0039,low_m4a,asvspoof,fake
DF_E_2001749.flac,DF_E_2001749,VCC2TF1,low_m4a,vcc2018,fake
DF_E_2001087.flac,DF_E_2001087,VCC2TM2,nocodec,vcc2018,fake
DF_E_2002979.flac,DF_E_2002979,TEM1,low_mp3,vcc2020,fake
DF_E_2002594.flac,DF_E_2002594,LA_0023,high_mp3,asvspoof,fake
DF_E_2000524.flac,DF_E_2000524,TEM2,low_ogg,vcc2020,fake
DF_E_2003479.flac,DF_E_2003479,TEF2,nocodec,vcc2020,fake
DF_E_2001263.flac,DF_E_2001263,LA_0014,mp3m4a,asvspoof,fake
DF_E_2004527.flac,DF_E_2004527,LA_0022,low_mp3,asvspoof,fake
DF_E_2002409.flac,DF_E_2002409,TMM1,mp3m4a,vcc2020,fake
DF_E_2002675.flac,DF_E_2002675,TEF1,mp3m4a,vcc2020,fake
DF_E_2004756.flac,DF_E_2004756,TEM2,low_mp3,vcc2020,fake
DF_E_2002081.flac,DF_E_2002081,LA_0030,high_ogg,asvspoof,fake
DF_E_2002969.flac,DF_E_2002969,VCC2TF2,low_ogg,vcc2018,fake
DF_E_2003460.flac,DF_E_2003460,VCC2TM2,mp3m4a,vcc2018,fake
DF_E_2004199.flac,DF_E_2004199,LA_0018,nocodec,asvspoof,fake
DF_E_2003084.flac,DF_E_2003084,TEM1,high_mp3,vcc2020,fake
DF_E_2004066.flac,DF_E_2004066,LA_0013,high_ogg,asvspoof,fake
DF_E_2001670.flac,DF_E_2001670,TEF1,low_mp3,vcc2020,fake
DF_E_2003100.flac,DF_E_2003100,TGF1,low_ogg,vcc2020,fake
DF_E_2003605.flac,DF_E_2003605,TMF1,low_mp3,vcc2020,fake
DF_E_2002699.flac,DF_E_2002699,VCC2TM1,low_m4a,vcc2018,fake
DF_E_2003108.flac,DF_E_2003108,LA_0005,high_ogg,asvspoof,fake
DF_E_2003885.flac,DF_E_2003885,TGM1,mp3m4a,vcc2020,fake
DF_E_2002974.flac,DF_E_2002974,LA_0023,low_m4a,asvspoof,fake
DF_E_2001183.flac,DF_E_2001183,TGF1,nocodec,vcc2020,fake
DF_E_2000653.flac,DF_E_2000653,VCC2TM1,low_mp3,vcc2018,fake
DF_E_2000978.flac,DF_E_2000978,VCC2TF2,nocodec,vcc2018,fake
DF_E_2001489.flac,DF_E_2001489,TEF2,high_ogg,vcc2020,fake
DF_E_2002807.flac,DF_E_2002807,TGF1,low_m4a,vcc2020,fake
DF_E_2001887.flac,DF_E_2001887,TEF1,high_mp3,vcc2020,fake
DF_E_2002526.flac,DF_E_2002526,LA_0001,low_m4a,asvspoof,fake
DF_E_2004793.flac,DF_E_2004793,VCC2TM1,high_ogg,vcc2018,fake
DF_E_2003551.flac,DF_E_2003551,TEF1,low_mp3,vcc2020,fake
DF_E_2002486.flac,DF_E_2002486,LA_0010,nocodec,asvspoof,fake
DF_E_2004745.flac,DF_E_2004745,TEM2,low_ogg,vcc2020,fake
DF_E_2004281.flac,DF_E_2004281,VCC2TM1,mp3m4a,vcc2018,fake
DF_E_2001042.flac,DF_E_2001042,LA_0043,mp3m4a,asvspoof,fake
DF_E_2001163.flac,DF_E_2001163,LA_0019,high_ogg,asvspoof,fake
DF_E_2000027.flac,DF_E_2000027,LA_0021,mp3m4a,asvspoof,fake
DF_E_2003555.flac,DF_E_2003555,TFF1,high_m4a,vcc2020,fake
DF_E_2003284.flac,DF_E_2003284,TFF1,high_m4a,vcc2020,fake
DF_E_2003250.flac,DF_E_2003250,TEM1,low_m4a,vcc2020,fake
DF_E_2003110.flac,DF_E_2003110,VCC2TF1,low_ogg,vcc2018,fake
DF_E_2003693.flac,DF_E_2003693,TMM1,low_ogg,vcc2020,fake
DF_E_2004910.flac,DF_E_2004910,TEF2,low_ogg,vcc2020,fake
DF_E_2002084.flac,DF_E_2002084,VCC2TM1,low_ogg,vcc2018,fake
DF_E_2004605.flac,DF_E_2004605,TFM1,nocodec,vcc2020,fake
DF_E_2002532.flac,DF_E_2002532,LA_0009,high_m4a,asvspoof,fake
DF_E_2004116.flac,DF_E_2004116,TEF2,low_m4a,vcc2020,fake
DF_E_2001149.flac,DF_E_2001149,LA_0011,oggm4a,asvspoof,fake
DF_E_2001969.flac,DF_E_2001969,VCC2TF2,low_ogg,vcc2018,fake
DF_E_2000640.flac,DF_E_2000640,TGF1,oggm4a,vcc2020,fake
DF_E_2004013.flac,DF_E_2004013,VCC2TF2,low_m4a,vcc2018,fake
DF_E_2000398.flac,DF_E_2000398,LA_0011,low_m4a,asvspoof,fake
DF_E_2002025.flac,DF_E_2002025,TGF1,low_ogg,vcc2020,fake
DF_E_2003817.flac,DF_E_2003817,LA_0047,mp3m4a,asvspoof,fake
DF_E_2001975.flac,DF_E_2001975,LA_0041,high_mp3,asvspoof,fake
DF_E_2000353.flac,DF_E_2000353,LA_0013,oggm4a,asvspoof,fake
DF_E_2000048.flac,DF_E_2000048,VCC2TM1,high_m4a,vcc2018,fake
DF_E_2000473.flac,DF_E_2000473,VCC2TF2,low_ogg,vcc2018,fake
DF_E_2003748.flac,DF_E_2003748,VCC2TF2,high_m4a,vcc2018,fake
DF_E_2001190.flac,DF_E_2001190,LA_0021,low_mp3,asvspoof,fake
DF_E_2001485.flac,DF_E_2001485,TGF1,nocodec,vcc2020,fake
DF_E_2003198.flac,DF_E_2003198,LA_0046,low_ogg,asvspoof,fake
DF_E_2000408.flac,DF_E_2000408,LA_0040,low_mp3,asvspoof,fake
DF_E_2003760.flac,DF_E_2003760,VCC2TF1,nocodec,vcc2018,fake
DF_E_2002428.flac,DF_E_2002428,VCC2TF1,low_mp3,vcc2018,fake
DF_E_2003008.flac,DF_E_2003008,LA_0016,high_ogg,asvspoof,fake
DF_E_2003519.flac,DF_E_2003519,LA_0032,low_ogg,asvspoof,fake
DF_E_2003993.flac,DF_E_2003993,TMF1,low_ogg,vcc2020,fake
DF_E_2000348.flac,DF_E_2000348,TEM1,oggm4a,vcc2020,fake
DF_E_2001903.flac,DF_E_2001903,VCC2TF1,high_m4a,vcc2018,fake
DF_E_2001772.flac,DF_E_2001772,LA_0004,nocodec,asvspoof,fake
DF_E_2003956.flac,DF_E_2003956,TGM1,oggm4a,vcc2020,fake
DF_E_2000311.flac,DF_E_2000311,LA_0018,oggm4a,asvspoof,fake
DF_E_2002278.flac,DF_E_2002278,TEM2,high_m4a,vcc2020,fake
DF_E_2003012.flac,DF_E_2003012,LA_0001,high_ogg,asvspoof,fake
DF_E_2002984.flac,DF_E_2002984,LA_0011,low_m4a,asvspoof,fake
DF_E_2003442.flac,DF_E_2003442,TMM1,high_mp3,vcc2020,fake
DF_E_2003643.flac,DF_E_2003643,VCC2TF2,nocodec,vcc2018,fake
DF_E_2001226.flac,DF_E_2001226,VCC2TF1,low_ogg,vcc2018,fake
DF_E_2002753.flac,DF_E_2002753,TMM1,mp3m4a,vcc2020,fake
DF_E_2002090.flac,DF_E_2002090,TEM1,oggm4a,vcc2020,fake
DF_E_2000910.flac,DF_E_2000910,LA_0027,high_ogg,asvspoof,fake
DF_E_2001499.flac,DF_E_2001499,VCC2TF1,low_ogg,vcc2018,fake
DF_E_2004243.flac,DF_E_2004243,TEM2,low_mp3,vcc2020,fake
DF_E_2003282.flac,DF_E_2003282,LA_0036,high_mp3,asvspoof,fake
DF_E_2003773.flac,DF_E_2003773,LA_0046,low_m4a,asvspoof,fake
DF_E_2000199.flac,DF_E_2000199,VCC2TM1,high_mp3,vcc2018,fake
DF_E_2001915.flac,DF_E_2001915,LA_0001,high_mp3,asvspoof,fake
DF_E_2004525.flac,DF_E_2004525,LA_0043,oggm4a,asvspoof,fake
DF_E_2003886.flac,DF_E_2003886,TEM2,oggm4a,vcc2020,fake
DF_E_2004912.flac,DF_E_2004912,TEM2,high_mp3,vcc2020,fake
DF_E_2003900.flac,DF_E_2003900,VCC2TF2,high_m4a,vcc2018,fake
DF_E_2001030.flac,DF_E_2001030,TMF1,high_m4a,vcc2020,fake
DF_E_2000875.flac,DF_E_2000875,VCC2TF2,mp3m4a,vcc2018,fake
DF_E_2002972.flac,DF_E_2002972,TGM1,oggm4a,vcc2020,fake
DF_E_2000698.flac,DF_E_2000698,LA_0014,nocodec,asvspoof,fake
